id,Area,Precio
2293,Melbourne,392000
2294,Melbourne,3573608.98
2295,Melbourne,1415000
2296,Boroondara,3175000
2297,Darebin,1250000
2298,Melbourne,740000
2299,Moonee Valley,3108679.49
2300,Moonee Valley,222000
2301,Moonee Valley,1300000
2302,Moonee Valley,1751000
2303,Melbourne,550000
2304,Darebin,1001000
2305,Darebin,3406227.117
2306,Moreland,840000
2307,Moreland,1071888
2308,Moreland,790000
2309,Melbourne,850000
2310,Moreland,1199000
2311,Darebin,840000
2312,Darebin,510000
2313,Darebin,635000
2314,Darebin,2972722.811
2315,Melbourne,642500
2316,Boroondara,807000
2317,Darebin,756000
2318,Darebin,1205500
2319,Moonee Valley,1210000
2320,Moonee Valley,737500
2321,Moonee Valley,905000
2322,Moonee Valley,1010000
2323,Moonee Valley,990000
2324,Moonee Valley,1200000
2325,Moonee Valley,773000
2326,Boroondara,2180000
2327,Boroondara,3200000
2328,Moreland,1275000
2329,Moreland,1204000
2330,Moreland,1268000
2331,Moreland,1445000
2332,Melbourne,1000000
2333,Moreland,862500
2334,Moreland,1020000
2335,Moreland,996000
2336,Melbourne,885000
2337,Moonee Valley,410000
2338,Moonee Valley,930000
2339,Moreland,761000
2340,Moreland,650000
2341,Boroondara,6028137.009
2342,Moreland,512000
2343,Boroondara,2010000
2344,Boroondara,2370000
2345,Boroondara,1682000
2346,Moonee Valley,286000
2347,Moonee Valley,3642713.072
2348,Moonee Valley,1315000
2349,Melbourne,570000
2350,Darebin,1000000
2351,Darebin,3311011.165
2352,Moreland,1071888
2353,Moreland,560000
2354,Moreland,860000
2355,Moreland,740000
2356,Darebin,1242000
2357,Darebin,1350000
2358,Darebin,1020000
2359,Darebin,877500
2360,Darebin,912000
2361,Darebin,685000
2362,Darebin,270000
2363,Darebin,470000
2364,Darebin,1250000
2365,Moonee Valley,2905000
2366,Moonee Valley,650000
2367,Moonee Valley,856000
2368,Moonee Valley,1530000
2369,Moonee Valley,1082000
2370,Boroondara,725000
2371,Boroondara,602000
2372,Boroondara,830000
2373,Boroondara,1300000
2374,Boroondara,1940000
2375,Boroondara,1590000
2376,Boroondara,725000
2377,Moreland,860000
2378,Moreland,1505000
2379,Moreland,2545000
2380,Moreland,1405000
2381,Moreland,3107057.172
2382,Moreland,1210000
2383,Moreland,460000
2384,Moreland,1075000
2385,Boroondara,1290000
2386,Boroondara,6174745.903
2387,Boroondara,2408000
2388,Boroondara,5466590.314
2389,Moreland,865000
2390,Moreland,525000
2391,Moonee Valley,1980000
2392,Moonee Valley,830000
2393,Moonee Valley,3617203.676
2394,Moonee Valley,850000
2395,Moonee Valley,3325007.386
2396,Moonee Valley,1050000
2397,Moreland,710000
2398,Moreland,800000
2399,Moreland,3164916.839
2400,Moreland,577000
2401,Moonee Valley,990000
2402,Boroondara,1501000
2403,Moreland,865000
2404,Moreland,362500
2405,Moreland,922000
2406,Moreland,650000
2407,Moreland,963500
2408,Boroondara,2800000
2409,Boroondara,2402500
2410,Boroondara,1702000
2411,Boroondara,5782115.344
2412,Boroondara,802500
2413,Boroondara,441000
2414,Boroondara,500000
2415,Moonee Valley,806000
2416,Melbourne,400000
2417,Boroondara,825000
2418,Boroondara,5852090.577
2419,Boroondara,2258000
2420,Melbourne,720000
2421,Melbourne,1126000
2422,Melbourne,799000
2423,Melbourne,1285000
2424,Darebin,1512000
2425,Moreland,530000
2426,Moreland,2894638.92
2427,Moreland,736000
2428,Moreland,478000
2429,Darebin,920000
2430,Darebin,3248669.019
2431,Darebin,1171000
2432,Darebin,3547400.997
2433,Darebin,617500
2434,Darebin,575000
2435,Darebin,635000
2436,Darebin,860000
2437,Melbourne,600000
2438,Melbourne,4210380.894
2439,Boroondara,2505000
2440,Boroondara,1785000
2441,Darebin,745000
2442,Darebin,1225000
2443,Melbourne,660000
2444,Moonee Valley,670000
2445,Moonee Valley,820000
2446,Moonee Valley,720000
2447,Moonee Valley,1107500
2448,Moreland,1515000
2449,Moreland,1037000
2450,Moreland,1330000
2451,Moreland,937000
2452,Moreland,290000
2453,Boroondara,755000
2454,Moreland,760000
2455,Moreland,876000
2456,Moonee Valley,1000000
2457,Moonee Valley,310000
2458,Moonee Valley,1398000
2459,Moreland,700000
2460,Moreland,400000
2461,Moreland,675000
2462,Moreland,735000
2463,Moreland,595000
2464,Boroondara,455000
2465,Boroondara,615888
2466,Moonee Valley,1005000
2467,Melbourne,710000
2468,Melbourne,390000
2469,Boroondara,1410000
2470,Boroondara,520000
2471,Moonee Valley,1425500
2472,Moonee Valley,1270000
2473,Melbourne,785000
2474,Moreland,2529969.307
2475,Darebin,351000
2476,Melbourne,1855500
2477,Moonee Valley,750000
2478,Darebin,415000
2479,Darebin,905000
2480,Melbourne,670000
2481,Melbourne,510000
2482,Moonee Valley,1250000
2483,Boroondara,1520000
2484,Boroondara,2299500
2485,Boroondara,2360000
2486,Boroondara,1460000
2487,Moreland,1310000
2488,Moreland,1615000
2489,Moreland,1500000
2490,Darebin,505000
2491,Boroondara,2100000
2492,Boroondara,2725000
2493,Boroondara,1680000
2494,Melbourne,3110875.662
2495,Moonee Valley,2165000
2496,Moonee Valley,2050000
2497,Moonee Valley,1500000
2498,Moonee Valley,1220000
2499,Boroondara,3400000
2500,Boroondara,2165000
2501,Boroondara,5208491.456
2502,Moreland,565000
2503,Moreland,770000
2504,Boroondara,420000
2505,Boroondara,1857000
2506,Boroondara,1425000
2507,Boroondara,1910000
2508,Boroondara,1485000
2509,Boroondara,505000
2510,Melbourne,1225000
2511,Boroondara,1510000
2512,Boroondara,1007000
2513,Boroondara,860000
2514,Moonee Valley,1225000
2515,Moonee Valley,1230000
2516,Moreland,900000
2517,Moreland,257500
2518,Moreland,257500
2519,Moreland,1114000
2520,Darebin,1148000
2521,Darebin,935000
2522,Darebin,510000
2523,Darebin,755000
2524,Darebin,1200000
2525,Melbourne,1350000
2526,Melbourne,940000
2527,Melbourne,625000
2528,Moonee Valley,2000000
2529,Moonee Valley,1610000
2530,Moonee Valley,825000
2531,Moonee Valley,425500
2532,Moonee Valley,1306000
2533,Moonee Valley,934000
2534,Boroondara,2330000
2535,Moreland,1350000
2536,Moreland,702500
2537,Moreland,275000
2538,Moreland,835000
2539,Moreland,900000
2540,Moonee Valley,3540247.071
2541,Moonee Valley,785000
2542,Moonee Valley,1410000
2543,Boroondara,540000
2544,Boroondara,1150000
2545,Boroondara,1100000
2546,Moonee Valley,920000
2547,Moonee Valley,1100000
2548,Moonee Valley,840000
2549,Melbourne,535000
2550,Boroondara,1080000
2551,Melbourne,387000
2552,Moonee Valley,3605814.755
2553,Moonee Valley,950000
2554,Melbourne,541000
2555,Darebin,3071349.111
2556,Darebin,1100000
2557,Darebin,3035230.715
2558,Darebin,1800000
2559,Darebin,1060500
2560,Darebin,953000
2561,Darebin,468000
2562,Darebin,710000
2563,Darebin,725000
2564,Darebin,880000
2565,Darebin,502000
2566,Moonee Valley,341500
2567,Moonee Valley,2050000
2568,Moonee Valley,1680000
2569,Moonee Valley,1472000
2570,Moonee Valley,855000
2571,Moonee Valley,1035000
2572,Moonee Valley,750000
2573,Moonee Valley,800000
2574,Boroondara,2400000
2575,Boroondara,1850000
2576,Moreland,1120000
2577,Moreland,1110000
2578,Moreland,1790000
2579,Moreland,390500
2580,Moreland,1285000
2581,Melbourne,895000
2582,Moonee Valley,1535000
2583,Moreland,830000
2584,Moreland,493000
2585,Moreland,940000
2586,Moreland,435000
2587,Moreland,741000
2588,Moreland,550000
2589,Moonee Valley,918000
2590,Boroondara,591000
2591,Moonee Valley,362000
2592,Moonee Valley,1130000
2593,Moonee Valley,1006000
2594,Melbourne,465000
2595,Darebin,1335000
2596,Moreland,510000
2597,Moreland,550000
2598,Moreland,580000
2599,Darebin,250000
2600,Darebin,392000
2601,Darebin,505000
2602,Darebin,980000
2603,Darebin,320000
2604,Darebin,617500
2605,Darebin,1282500
2606,Moonee Valley,1220000
2607,Darebin,1110000
2608,Moonee Valley,780000
2609,Boroondara,3812000
2610,Boroondara,1755000
2611,Moreland,650000
2612,Moreland,620000
2613,Moreland,683000
2614,Moreland,501000
2615,Moreland,615000
2616,Moreland,1150000
2617,Boroondara,1280000
2618,Boroondara,2500000
2619,Boroondara,600800
2620,Moreland,1400000
2621,Moreland,996000
2622,Moreland,1011000
2623,Moreland,830000
2624,Darebin,1800000
2625,Moreland,820000
2626,Moreland,680000
2627,Melbourne,3963302.444
2628,Boroondara,1405000
2629,Boroondara,3015000
2630,Melbourne,565000
2631,Moonee Valley,1400000
2632,Darebin,1515000
2633,Moreland,545000
2634,Moreland,1300000
2635,Moreland,1260000
2636,Moreland,940000
2637,Darebin,1485000
2638,Darebin,672000
2639,Darebin,891000
