id,ciudad,edad,genero,mes,ordenes,pago,usd
161,Guadalajara,42,Female,mar 20,1,1,120
162,Puebla,31,Female,mar 20,3,1,182
163,Monterrey,36,Female,mar 20,2,1,410
164,Guadalajara,35,Male,mar 20,3,1,811
165,Guadalajara,39,Male,mar 20,2,1,335
166,Guadalajara,42,Male,mar 20,3,1,737
167,Leon,35,Female,mar 20,1,1,279
168,Puebla,27,Female,mar 20,1,1,188
169,Monterrey,27,Female,mar 20,3,1,655
170,Leon,24,Female,mar 20,1,1,145
171,Monterrey,38,Male,mar 20,1,1,268
172,Monterrey,45,Male,mar 20,1,1,150
173,Leon,20,Female,mar 20,1,1,50
174,Puebla,40,Male,mar 20,2,1,161
175,Puebla,29,Female,mar 20,3,1,807
176,Guadalajara,29,Female,mar 20,2,1,157
177,Leon,39,Male,mar 20,3,1,605
178,Leon,37,Female,mar 20,2,1,182
179,Monterrey,49,Male,mar 20,3,1,796
180,Puebla,51,Male,mar 20,3,1,727
181,Leon,53,Male,mar 20,2,1,574
182,Leon,30,Female,mar 20,1,1,50
183,Leon,48,Male,mar 20,2,1,469
184,Monterrey,43,Male,mar 20,3,1,607
185,Guadalajara,35,Female,mar 20,3,0,373
186,Guadalajara,25,Male,mar 20,2,0,37
187,Puebla,40,Female,mar 20,1,1,245
188,Puebla,53,Male,mar 20,1,1,300
189,Guadalajara,41,Female,mar 20,1,1,61
190,Monterrey,52,Male,mar 20,1,1,271
191,Guadalajara,44,Female,mar 20,3,1,366
192,Guadalajara,40,Male,mar 20,1,1,217
193,Leon,36,Female,mar 20,2,1,491
194,Leon,33,Male,mar 20,2,1,580
195,Puebla,47,Male,mar 20,2,1,312
196,Puebla,21,Female,mar 20,3,1,85
197,Leon,32,Male,mar 20,2,1,159
198,Puebla,26,Female,mar 20,2,1,454
199,Leon,34,Female,mar 20,1,1,78
200,Guadalajara,42,Female,mar 20,1,1,192
201,Leon,20,Female,mar 20,2,1,292
202,Guadalajara,41,Female,mar 20,3,1,860
203,Monterrey,48,Male,mar 20,3,1,540
204,Puebla,43,Male,mar 20,3,1,729
205,Leon,39,Male,mar 20,2,0,578
206,Monterrey,50,Female,mar 20,3,1,797
207,Puebla,35,Male,mar 20,2,1,392
208,Monterrey,26,Female,mar 20,1,1,86
209,Guadalajara,46,Male,mar 20,2,1,117
210,Puebla,23,Male,mar 20,2,1,552
211,Guadalajara,47,Male,mar 20,2,1,381
212,Puebla,20,Female,mar 20,2,1,255
213,Leon,33,Male,mar 20,3,1,441
214,Guadalajara,23,Female,mar 20,3,1,337
215,Puebla,26,Female,mar 20,2,1,583
216,Guadalajara,39,Female,mar 20,2,1,158
217,Puebla,37,Female,mar 20,1,1,269
218,Guadalajara,24,Female,mar 20,2,1,213
219,Guadalajara,33,Female,mar 20,2,1,485
220,Leon,34,Female,mar 20,3,1,260
221,Puebla,29,Male,mar 20,3,1,840
222,Monterrey,37,Male,mar 20,3,1,559
223,Monterrey,23,Female,mar 20,2,1,549
224,Leon,35,Male,mar 20,2,1,552
225,Monterrey,54,Male,mar 20,2,1,319
226,Monterrey,46,Male,mar 20,2,1,160
227,Leon,35,Male,mar 20,3,1,649
228,Leon,20,Female,mar 20,1,0,189
229,Monterrey,30,Male,mar 20,1,1,156
230,Puebla,52,Male,mar 20,1,1,54
231,Puebla,24,Female,mar 20,3,1,858
232,Leon,30,Female,mar 20,3,1,551
233,Leon,23,Female,mar 20,2,1,275
234,Monterrey,30,Female,mar 20,3,1,842
235,Monterrey,51,Male,mar 20,2,1,60
236,Guadalajara,43,Female,mar 20,1,1,211
237,Monterrey,42,Male,mar 20,2,1,258
238,Guadalajara,46,Male,mar 20,1,1,208
239,Monterrey,49,Male,mar 20,3,1,809
240,Leon,40,Female,mar 20,2,1,469
241,Monterrey,33,Female,mar 20,3,0,606
242,Guadalajara,36,Male,mar 20,2,1,244
243,Guadalajara,47,Female,mar 20,1,1,156
244,Monterrey,46,Male,mar 20,3,1,759
245,Guadalajara,33,Male,mar 20,3,1,372
246,Puebla,41,Male,mar 20,1,1,260
247,Puebla,26,Male,mar 20,1,1,179
248,Guadalajara,32,Male,mar 20,3,1,713
249,Guadalajara,50,Male,mar 20,3,1,443
250,Puebla,54,Male,mar 20,3,1,246
251,Puebla,42,Male,mar 20,8,1,2250
252,Leon,55,Male,mar 20,6,1,1497
253,Monterrey,33,Male,mar 20,3,1,536
254,Monterrey,32,Male,mar 20,4,1,792
255,Puebla,51,Male,mar 20,7,1,1840
256,Guadalajara,26,Female,mar 20,5,1,887
257,Leon,43,Male,mar 20,0,0,0
258,Monterrey,33,Male,mar 20,2,1,365
259,Leon,43,Male,mar 20,5,1,790
260,Puebla,36,Male,mar 20,1,1,90
261,Puebla,46,Male,mar 20,4,1,837
262,Guadalajara,40,Female,mar 20,0,0,0
263,Guadalajara,26,Female,mar 20,4,1,660
264,Leon,39,Female,mar 20,0,0,0
265,Guadalajara,49,Male,mar 20,8,0,1811
266,Leon,39,Female,mar 20,4,1,723
267,Monterrey,43,Male,mar 20,8,1,2309
268,Leon,25,Female,mar 20,5,1,411
269,Guadalajara,35,Female,mar 20,3,0,560
270,Leon,34,Female,mar 20,1,1,105
271,Monterrey,25,Female,mar 20,2,1,412
272,Leon,42,Male,mar 20,3,1,660
273,Leon,34,Female,mar 20,5,1,578
274,Guadalajara,33,Female,mar 20,2,1,181
275,Puebla,26,Male,mar 20,7,1,1256
276,Monterrey,48,Male,mar 20,5,1,1260
277,Puebla,34,Female,mar 20,8,1,2189
278,Leon,20,Female,mar 20,2,1,190
279,Leon,41,Male,mar 20,8,1,1753
280,Leon,42,Female,mar 20,4,1,1083
281,Leon,33,Female,mar 20,7,1,976
282,Guadalajara,47,Male,mar 20,3,1,846
283,Guadalajara,29,Female,mar 20,5,1,846
284,Guadalajara,25,Female,mar 20,7,1,302
285,Guadalajara,30,Male,mar 20,0,0,0
286,Puebla,43,Male,mar 20,2,1,216
287,Guadalajara,33,Male,mar 20,8,1,1020
288,Puebla,36,Male,mar 20,6,1,1468
289,Guadalajara,27,Female,mar 20,1,1,203
290,Guadalajara,54,Male,mar 20,4,1,1035
291,Guadalajara,33,Male,mar 20,2,1,264
292,Puebla,22,Female,mar 20,8,1,2403
293,Monterrey,48,Male,mar 20,8,1,264
294,Monterrey,46,Male,mar 20,6,1,862
295,Guadalajara,44,Male,mar 20,8,1,399
296,Leon,27,Male,mar 20,3,1,402
297,Leon,20,Female,mar 20,7,1,1039
298,Leon,35,Female,mar 20,0,0,0
299,Leon,25,Female,mar 20,6,0,1538
300,Guadalajara,52,Male,mar 20,8,1,400
301,Guadalajara,50,Male,mar 20,2,1,92
302,Guadalajara,40,Male,mar 20,3,1,203
303,Puebla,33,Female,mar 20,8,0,2187
304,Monterrey,44,Male,mar 20,4,1,249
305,Guadalajara,28,Female,mar 20,3,1,744
306,Leon,44,Male,mar 20,4,0,156
307,Puebla,20,Female,mar 20,8,1,2082
308,Monterrey,38,Male,mar 20,1,1,137
309,Puebla,20,Female,mar 20,2,1,335
310,Monterrey,33,Male,mar 20,8,1,1432
311,Leon,29,Male,mar 20,6,1,99
312,Puebla,39,Male,mar 20,4,1,946
313,Monterrey,48,Male,mar 20,0,0,0
314,Puebla,20,Female,mar 20,4,1,996
315,Guadalajara,25,Male,mar 20,5,0,1051
316,Leon,34,Male,mar 20,6,1,332
317,Monterrey,25,Female,mar 20,2,1,82
318,Guadalajara,53,Male,mar 20,8,1,1737
319,Leon,29,Male,mar 20,2,1,147
320,Monterrey,36,Female,mar 20,3,1,714
321,Guadalajara,37,Female,mar 20,8,0,1446
322,Leon,41,Female,mar 20,4,1,912
323,Puebla,34,Male,mar 20,5,1,1279
324,Guadalajara,23,Female,mar 20,2,1,566
325,Guadalajara,39,Male,mar 20,2,1,277
326,Monterrey,38,Female,mar 20,2,1,381
327,Leon,53,Male,mar 20,3,1,903
328,Leon,36,Male,mar 20,1,1,46
329,Leon,21,Female,mar 20,3,1,832
330,Leon,22,Female,mar 20,6,1,302
331,Monterrey,45,Male,mar 20,3,1,73
332,Puebla,36,Male,mar 20,2,1,105
333,Leon,38,Female,mar 20,7,1,1276
334,Puebla,22,Female,mar 20,7,1,1984
335,Puebla,41,Female,mar 20,1,1,69
336,Leon,53,Male,mar 20,8,1,1502
337,Leon,50,Male,mar 20,7,0,1648
338,Leon,34,Female,mar 20,4,0,1084
339,Leon,41,Female,mar 20,3,1,441
340,Monterrey,37,Female,mar 20,8,1,2350
341,Monterrey,48,Male,mar 20,0,0,0
342,Monterrey,33,Female,mar 20,6,1,730
343,Leon,23,Female,mar 20,4,1,146
344,Monterrey,48,Male,mar 20,1,1,250
345,Leon,50,Male,mar 20,2,1,573
346,Monterrey,32,Female,mar 20,5,1,1145
347,Leon,38,Male,mar 20,8,1,1511
348,Leon,53,Male,mar 20,5,1,615
349,Puebla,40,Male,mar 20,2,1,332
350,Leon,48,Male,mar 20,1,1,245
351,Monterrey,38,Female,mar 20,1,1,248
352,Leon,42,Female,mar 20,1,1,59
353,Monterrey,39,Male,mar 20,2,1,206
354,Leon,41,Female,mar 20,1,1,60
355,Puebla,39,Female,mar 20,2,1,233
356,Monterrey,35,Female,mar 20,3,1,617
357,Monterrey,42,Male,mar 20,2,1,224
358,Leon,34,Male,mar 20,3,1,792
359,Monterrey,31,Female,mar 20,2,1,545
360,Monterrey,34,Female,mar 20,1,1,166
361,Leon,36,Male,mar 20,1,1,42
362,Puebla,42,Male,mar 20,3,1,255
363,Puebla,32,Male,mar 20,1,1,133
364,Monterrey,53,Male,mar 20,1,1,198
365,Leon,53,Male,mar 20,2,1,487
366,Monterrey,53,Female,mar 20,1,1,36
367,Monterrey,53,Female,mar 20,1,1,187
368,Leon,38,Female,mar 20,3,1,691
369,Leon,36,Male,mar 20,1,1,246
370,Monterrey,23,Female,mar 20,3,1,359
371,Puebla,37,Male,mar 20,2,1,326
372,Monterrey,38,Female,mar 20,3,1,143
373,Monterrey,51,Male,mar 20,3,1,858
374,Puebla,35,Female,mar 20,3,1,578
375,Puebla,31,Female,mar 20,2,1,436
376,Monterrey,24,Female,mar 20,3,1,892
377,Monterrey,55,Female,mar 20,1,1,139
378,Puebla,37,Male,mar 20,3,1,821
379,Monterrey,49,Male,mar 20,2,1,349
380,Monterrey,28,Female,mar 20,1,1,258
381,Puebla,41,Female,mar 20,3,1,653
382,Monterrey,55,Male,mar 20,3,1,604
383,Monterrey,37,Male,mar 20,3,1,251
384,Monterrey,39,Male,mar 20,1,1,48
385,Monterrey,51,Female,mar 20,2,1,41
386,Puebla,35,Female,mar 20,1,1,98
387,Puebla,54,Female,mar 20,3,1,139
388,Puebla,58,Male,mar 20,1,1,246
389,Monterrey,29,Female,mar 20,2,1,227
390,Monterrey,42,Female,mar 20,2,1,391
391,Puebla,41,Male,mar 20,3,1,494
392,Monterrey,50,Male,mar 20,1,1,35
393,Puebla,33,Female,mar 20,1,1,223
394,Monterrey,29,Female,mar 20,3,1,626
395,Monterrey,33,Female,mar 20,1,1,106
396,Monterrey,50,Male,mar 20,1,1,102
397,Puebla,31,Female,mar 20,1,1,253
398,Puebla,54,Female,mar 20,3,1,586
399,Monterrey,50,Male,mar 20,2,1,56
400,Monterrey,48,Male,mar 20,1,1,89
401,Puebla,55,Male,mar 20,2,1,112
402,Monterrey,35,Female,mar 20,1,1,129
403,Puebla,40,Male,mar 20,2,1,37
404,Puebla,24,Female,mar 20,3,1,217
405,Puebla,35,Female,mar 20,2,1,392
406,Monterrey,35,Female,mar 20,2,1,313
407,Monterrey,48,Male,mar 20,1,0,46
408,Puebla,56,Male,mar 20,1,1,256
409,Monterrey,42,Male,mar 20,1,1,277
410,Monterrey,35,Female,mar 20,3,1,123
411,Puebla,53,Female,mar 20,3,1,313
412,Puebla,58,Female,mar 20,3,1,226
413,Puebla,26,Female,mar 20,1,1,281
414,Puebla,42,Male,mar 20,2,1,97
415,Monterrey,31,Female,mar 20,2,1,89
416,Puebla,46,Male,mar 20,2,1,470
417,Monterrey,44,Male,mar 20,1,1,298
418,Puebla,42,Female,mar 20,3,1,163
419,Puebla,40,Male,mar 20,2,1,360
420,Monterrey,50,Male,mar 20,1,1,100
421,Puebla,25,Female,mar 20,2,1,259
422,Monterrey,40,Female,mar 20,2,1,401
423,Monterrey,43,Male,mar 20,3,1,643
424,Monterrey,39,Male,mar 20,2,1,509
425,Monterrey,29,Female,mar 20,1,1,245
426,Monterrey,35,Female,mar 20,1,1,249
427,Monterrey,52,Male,mar 20,1,1,32
428,Puebla,26,Female,mar 20,3,1,778
429,Puebla,37,Male,mar 20,3,0,786
430,Monterrey,33,Female,mar 20,3,1,561
431,Monterrey,32,Male,mar 20,1,1,293
432,Puebla,35,Female,mar 20,3,1,333
433,Monterrey,37,Female,mar 20,2,1,305
434,Monterrey,35,Male,mar 20,1,1,130
435,Monterrey,34,Male,mar 20,2,1,550
436,Puebla,40,Male,mar 20,3,1,331
437,Puebla,43,Male,mar 20,2,1,39
438,Puebla,30,Female,mar 20,3,1,82
439,Puebla,34,Male,mar 20,1,1,165
440,Monterrey,28,Female,mar 20,3,1,411
441,Puebla,33,Female,mar 20,1,0,300
442,Puebla,36,Female,mar 20,3,1,889
443,Puebla,36,Female,mar 20,1,1,74
444,Monterrey,37,Male,mar 20,3,1,742
445,Monterrey,55,Male,mar 20,2,0,249
446,Puebla,30,Female,mar 20,1,0,176
447,Puebla,46,Male,mar 20,2,1,430
448,Monterrey,34,Male,mar 20,2,1,47
449,Puebla,32,Male,mar 20,3,1,159
450,Puebla,39,Female,mar 20,3,1,861
451,Monterrey,37,Female,mar 20,4,1,1024
452,Puebla,50,Male,mar 20,7,1,1785
453,Monterrey,28,Female,mar 20,7,1,219
454,Monterrey,39,Female,mar 20,7,1,1006
455,Puebla,50,Female,mar 20,6,0,242
456,Monterrey,47,Male,mar 20,7,1,1778
457,Puebla,50,Male,mar 20,4,1,880
458,Puebla,25,Female,mar 20,5,1,721
459,Monterrey,26,Female,mar 20,5,0,1413
460,Puebla,51,Male,mar 20,7,1,1341
461,Monterrey,27,Male,mar 20,6,1,760
462,Puebla,31,Female,mar 20,7,1,1425
463,Monterrey,53,Male,mar 20,5,1,287
464,Puebla,30,Female,mar 20,6,1,1605
465,Puebla,34,Female,mar 20,7,1,506
466,Monterrey,42,Female,mar 20,5,1,956
467,Puebla,28,Female,mar 20,7,1,1744
468,Puebla,39,Male,mar 20,7,1,1822
469,Puebla,29,Male,mar 20,4,1,832
470,Puebla,47,Male,mar 20,7,1,2091
471,Monterrey,40,Female,mar 20,7,1,1816
472,Monterrey,57,Male,mar 20,7,1,1617
473,Monterrey,36,Female,mar 20,6,1,425
474,Monterrey,50,Female,mar 20,4,1,730
475,Puebla,28,Female,mar 20,6,1,1539
476,Puebla,25,Female,mar 20,5,1,850
477,Monterrey,52,Female,mar 20,4,1,1091
478,Puebla,34,Female,mar 20,6,1,568
479,Monterrey,41,Female,mar 20,2,1,366
480,Puebla,49,Female,mar 20,1,0,292
481,Puebla,34,Female,mar 20,4,1,564
482,Puebla,33,Female,mar 20,3,1,203
483,Monterrey,42,Female,mar 20,3,1,321
484,Monterrey,38,Female,mar 20,4,1,983
485,Monterrey,36,Male,mar 20,0,0,0
486,Puebla,34,Male,mar 20,0,0,0
487,Monterrey,36,Male,mar 20,2,1,426
488,Puebla,52,Male,mar 20,3,1,547
489,Monterrey,43,Male,mar 20,0,0,0
490,Puebla,27,Female,mar 20,4,1,869
491,Monterrey,48,Male,mar 20,4,1,762
492,Monterrey,27,Female,mar 20,2,1,94
493,Monterrey,44,Male,mar 20,3,1,848
494,Puebla,49,Male,mar 20,3,1,648
495,Monterrey,43,Male,mar 20,0,0,0
496,Monterrey,40,Female,mar 20,1,1,93
497,Monterrey,37,Male,mar 20,4,1,66
498,Puebla,50,Male,mar 20,2,1,336
499,Monterrey,39,Male,mar 20,4,1,214
500,Puebla,42,Male,mar 20,4,1,244
1,Guadalajara,33,Male,Apr 20,3,1,580
2,Guadalajara,23,Female,Apr 20,4,1,214
3,Monterrey,23,Female,Apr 20,4,1,461
4,Leon,24,Female,Apr 20,1,1,79
5,Puebla,46,Male,Apr 20,1,1,203
6,Guadalajara,35,Female,Apr 20,3,0,808
7,Guadalajara,36,Male,Apr 20,1,1,296
8,Guadalajara,63,Female,Apr 20,3,1,779
9,Puebla,53,Male,Apr 20,2,1,65
10,Guadalajara,41,Male,Apr 20,0,0,0
11,Leon,47,Male,Apr 20,0,0,0
12,Puebla,63,Female,Apr 20,0,0,0
13,Leon,43,Male,Apr 20,4,1,132
14,Puebla,38,Male,Apr 20,0,0,0
15,Guadalajara,43,Male,Apr 20,1,1,99
16,Guadalajara,53,Male,Apr 20,3,1,600
17,Monterrey,24,Female,Apr 20,1,1,286
18,Guadalajara,43,Male,Apr 20,0,0,0
19,Leon,47,Male,Apr 20,0,0,0
20,Guadalajara,42,Male,Apr 20,2,1,447
21,Monterrey,31,Female,Apr 20,4,1,782
22,Guadalajara,38,Male,Apr 20,4,1,996
23,Leon,35,Female,Apr 20,4,1,429
24,Guadalajara,64,Female,Apr 20,4,0,187
25,Leon,42,Male,Apr 20,2,1,141
26,Puebla,28,Female,Apr 20,4,1,145
27,Leon,35,Female,Apr 20,3,1,855
28,Monterrey,61,Female,Apr 20,1,1,97
29,Monterrey,39,Male,Apr 20,4,1,670
30,Guadalajara,32,Female,Apr 20,2,1,228
31,Guadalajara,40,Female,Apr 20,1,1,273
32,Guadalajara,42,Female,Apr 20,3,1,629
33,Guadalajara,49,Male,Apr 20,3,1,290
34,Leon,29,Female,Apr 20,3,1,548
35,Leon,38,Female,Apr 20,2,1,83
36,Monterrey,31,Female,Apr 20,3,1,818
37,Leon,62,Female,Apr 20,4,1,710
38,Monterrey,47,Male,Apr 20,1,1,217
39,Guadalajara,25,Male,Apr 20,4,1,701
40,Guadalajara,40,Male,Apr 20,3,0,369
41,Monterrey,27,Female,Apr 20,0,0,0
42,Leon,46,Male,Apr 20,2,1,133
43,Puebla,37,Female,Apr 20,2,1,55
44,Monterrey,41,Male,Apr 20,4,1,171
45,Monterrey,61,Female,Apr 20,2,1,442
46,Puebla,40,Female,Apr 20,3,1,697
47,Guadalajara,40,Male,Apr 20,2,1,246
48,Guadalajara,62,Female,Apr 20,3,1,302
49,Puebla,25,Female,Apr 20,4,1,925
50,Monterrey,49,Male,Apr 20,1,1,58
51,Leon,25,Female,Apr 20,0,0,0
52,Monterrey,28,Female,Apr 20,0,0,0
53,Guadalajara,25,Female,Apr 20,1,1,299
54,Guadalajara,33,Female,Apr 20,2,1,430
55,Leon,32,Male,Apr 20,0,0,0
56,Puebla,55,Male,Apr 20,2,1,255
57,Guadalajara,36,Female,Apr 20,1,1,228
58,Leon,42,Male,Apr 20,1,1,179
59,Monterrey,37,Male,Apr 20,1,1,37
60,Puebla,35,Male,Apr 20,4,1,290
61,Monterrey,36,Female,Apr 20,4,1,214
62,Leon,25,Female,Apr 20,1,0,36
63,Guadalajara,41,Male,Apr 20,4,1,643
64,Puebla,34,Female,Apr 20,2,1,197
65,Leon,65,Female,Apr 20,1,1,160
66,Leon,35,Male,Apr 20,3,1,214
67,Guadalajara,65,Female,Apr 20,3,1,622
68,Monterrey,34,Male,Apr 20,1,0,238
69,Monterrey,32,Male,Apr 20,1,1,230
70,Leon,25,Female,Apr 20,1,1,58
71,Leon,65,Female,Apr 20,2,1,557
72,Guadalajara,40,Male,Apr 20,3,1,685
73,Puebla,28,Female,Apr 20,3,1,106
74,Monterrey,29,Female,Apr 20,2,1,367
75,Monterrey,39,Male,Apr 20,1,1,74
76,Leon,39,Female,Apr 20,0,0,0
77,Guadalajara,37,Female,Apr 20,2,1,382
78,Monterrey,38,Male,Apr 20,1,1,83
79,Leon,37,Male,Apr 20,2,1,102
80,Puebla,39,Female,Apr 20,4,0,933
81,Puebla,20,Male,Apr 20,2,1,442
82,Monterrey,54,Male,Apr 20,1,1,218
83,Puebla,41,Male,Apr 20,0,0,0
84,Puebla,65,Female,Apr 20,0,0,0
85,Puebla,36,Male,Apr 20,2,1,222
86,Puebla,26,Female,Apr 20,0,0,0
87,Puebla,48,Male,Apr 20,4,1,388
88,Guadalajara,36,Female,Apr 20,1,1,241
89,Leon,64,Female,Apr 20,1,1,227
90,Puebla,50,Male,Apr 20,0,0,0
91,Leon,37,Female,Apr 20,3,1,790
92,Monterrey,29,Female,Apr 20,4,1,1069
93,Puebla,25,Female,Apr 20,3,1,692
94,Guadalajara,65,Female,Apr 20,4,1,683
95,Monterrey,36,Female,Apr 20,4,1,1081
96,Leon,33,Male,Apr 20,4,1,821
97,Monterrey,32,Male,Apr 20,3,1,111
98,Leon,26,Female,Apr 20,2,1,532
99,Leon,32,Male,Apr 20,4,1,327
100,Guadalajara,23,Female,Apr 20,3,1,626
101,Monterrey,23,Female,Apr 20,3,1,801
102,Leon,53,Male,Apr 20,2,1,404
103,Leon,39,Male,Apr 20,2,1,538
104,Puebla,26,Female,Apr 20,1,1,37
105,Monterrey,45,Male,Apr 20,2,1,125
106,Guadalajara,38,Male,Apr 20,0,0,0
107,Puebla,40,Male,Apr 20,2,1,90
108,Puebla,54,Female,Apr 20,1,1,178
109,Leon,50,Male,Apr 20,2,0,338
110,Leon,47,Male,Apr 20,4,1,813
111,Guadalajara,46,Female,Apr 20,0,0,0
112,Monterrey,41,Female,Apr 20,2,0,292
113,Monterrey,33,Female,Apr 20,3,1,891
114,Monterrey,37,Male,Apr 20,4,1,580
115,Puebla,24,Female,Apr 20,4,1,768
116,Guadalajara,37,Male,Apr 20,2,1,341
117,Guadalajara,49,Male,Apr 20,4,1,63
118,Guadalajara,41,Male,Apr 20,1,1,57
119,Leon,20,Female,Apr 20,0,0,0
120,Guadalajara,39,Female,Apr 20,3,0,422
121,Monterrey,42,Female,Apr 20,0,0,0
122,Leon,20,Female,Apr 20,4,1,874
123,Monterrey,38,Male,Apr 20,1,1,238
124,Leon,41,Female,Apr 20,0,0,0
125,Puebla,40,Male,Apr 20,1,1,142
126,Guadalajara,52,Male,Apr 20,0,0,0
127,Monterrey,32,Male,Apr 20,3,1,456
128,Leon,34,Male,Apr 20,3,1,503
129,Monterrey,32,Male,Apr 20,0,0,0
130,Leon,38,Male,Apr 20,1,0,106
131,Monterrey,38,Male,Apr 20,3,1,282
132,Puebla,44,Male,Apr 20,4,1,1143
133,Leon,29,Male,Apr 20,4,1,1002
134,Guadalajara,49,Male,Apr 20,3,1,635
135,Puebla,48,Male,Apr 20,4,1,657
136,Puebla,48,Male,Apr 20,3,0,647
137,Guadalajara,33,Male,Apr 20,5,1,693
138,Puebla,38,Male,Apr 20,4,1,108
139,Monterrey,36,Male,Apr 20,5,1,1170
140,Puebla,37,Male,Apr 20,6,0,1471
141,Puebla,48,Male,Apr 20,6,1,360
142,Guadalajara,36,Male,Apr 20,4,1,354
143,Puebla,48,Male,Apr 20,5,1,528
144,Guadalajara,34,Male,Apr 20,4,1,1027
145,Leon,32,Male,Apr 20,6,1,1589
146,Leon,39,Male,Apr 20,6,1,421
147,Monterrey,51,Male,Apr 20,4,1,84
148,Leon,52,Male,Apr 20,3,1,56
149,Monterrey,32,Male,Apr 20,3,1,636
150,Puebla,54,Male,Apr 20,3,1,338
151,Monterrey,38,Male,Apr 20,6,1,961
152,Puebla,38,Female,Apr 20,6,1,825
153,Monterrey,31,Female,Apr 20,4,1,433
154,Guadalajara,33,Female,Apr 20,6,1,870
155,Puebla,21,Female,Apr 20,6,1,1375
156,Monterrey,31,Female,Apr 20,5,1,193
157,Guadalajara,38,Female,Apr 20,6,1,1530
158,Leon,21,Female,Apr 20,4,1,765
159,Monterrey,30,Female,Apr 20,2,1,228
160,Puebla,40,Female,Apr 20,5,1,1008
161,Guadalajara,42,Female,Apr 20,6,1,904
162,Puebla,31,Female,Apr 20,6,1,121
163,Monterrey,36,Female,Apr 20,5,1,403
164,Guadalajara,35,Male,Apr 20,4,1,1133
165,Guadalajara,39,Male,Apr 20,4,0,377
166,Guadalajara,42,Male,Apr 20,2,1,110
167,Leon,35,Female,Apr 20,3,1,162
168,Puebla,27,Female,Apr 20,6,1,1052
169,Monterrey,27,Female,Apr 20,4,1,142
170,Leon,24,Female,Apr 20,3,1,526
171,Monterrey,38,Male,Apr 20,2,1,44
172,Monterrey,45,Male,Apr 20,4,0,201
173,Leon,20,Female,Apr 20,4,1,1078
174,Puebla,40,Male,Apr 20,2,0,207
175,Puebla,29,Female,Apr 20,3,1,573
176,Guadalajara,29,Female,Apr 20,3,1,412
177,Leon,39,Male,Apr 20,5,1,1425
178,Leon,37,Female,Apr 20,5,1,86
179,Monterrey,49,Male,Apr 20,5,1,1485
180,Puebla,51,Male,Apr 20,2,1,114
181,Leon,53,Male,Apr 20,4,1,71
182,Leon,30,Female,Apr 20,4,1,119
183,Leon,48,Male,Apr 20,4,1,796
184,Monterrey,43,Male,Apr 20,4,1,1111
185,Guadalajara,35,Female,Apr 20,3,1,516
186,Guadalajara,25,Male,Apr 20,3,1,900
187,Puebla,40,Female,Apr 20,3,1,579
188,Puebla,53,Male,Apr 20,5,1,1168
189,Guadalajara,41,Female,Apr 20,6,1,881
190,Monterrey,52,Male,Apr 20,2,1,518
191,Guadalajara,44,Female,Apr 20,4,1,731
192,Guadalajara,40,Male,Apr 20,2,1,99
193,Leon,36,Female,Apr 20,3,1,194
194,Leon,33,Male,Apr 20,4,1,779
195,Puebla,47,Male,Apr 20,5,1,618
196,Puebla,21,Female,Apr 20,5,1,144
197,Leon,32,Male,Apr 20,5,1,1493
198,Puebla,26,Female,Apr 20,5,1,1282
199,Leon,34,Female,Apr 20,2,1,343
200,Guadalajara,42,Female,Apr 20,6,0,1323
201,Leon,20,Female,Apr 20,4,1,714
202,Guadalajara,41,Female,Apr 20,5,1,1026
203,Monterrey,48,Male,Apr 20,2,1,221
204,Puebla,43,Male,Apr 20,3,1,655
205,Leon,39,Male,Apr 20,3,1,139
206,Monterrey,50,Female,Apr 20,5,1,1114
207,Puebla,35,Male,Apr 20,3,0,895
208,Monterrey,26,Female,Apr 20,5,1,986
209,Guadalajara,46,Male,Apr 20,4,0,436
210,Puebla,23,Male,Apr 20,5,1,702
211,Guadalajara,47,Male,Apr 20,3,1,384
212,Puebla,20,Female,Apr 20,2,1,537
213,Leon,33,Male,Apr 20,2,1,38
214,Guadalajara,23,Female,Apr 20,4,1,714
215,Puebla,26,Female,Apr 20,5,1,827
216,Guadalajara,39,Female,Apr 20,6,1,536
217,Puebla,37,Female,Apr 20,2,1,445
218,Guadalajara,24,Female,Apr 20,6,1,821
219,Guadalajara,33,Female,Apr 20,4,1,246
220,Leon,34,Female,Apr 20,5,0,89
221,Puebla,29,Male,Apr 20,4,1,68
222,Monterrey,37,Male,Apr 20,2,1,318
223,Monterrey,23,Female,Apr 20,6,1,1708
224,Leon,35,Male,Apr 20,2,1,297
225,Monterrey,54,Male,Apr 20,4,1,816
226,Monterrey,46,Male,Apr 20,5,1,465
227,Leon,35,Male,Apr 20,6,1,874
228,Leon,20,Female,Apr 20,3,1,161
229,Monterrey,30,Male,Apr 20,6,1,1326
230,Puebla,52,Male,Apr 20,4,1,787
231,Puebla,24,Female,Apr 20,3,1,625
232,Leon,30,Female,Apr 20,6,1,565
233,Leon,23,Female,Apr 20,6,1,1443
234,Monterrey,30,Female,Apr 20,2,1,534
235,Monterrey,51,Male,Apr 20,2,1,497
236,Guadalajara,43,Female,Apr 20,2,1,503
237,Monterrey,42,Male,Apr 20,4,1,643
238,Guadalajara,46,Male,Apr 20,3,0,543
239,Monterrey,49,Male,Apr 20,3,1,218
240,Leon,40,Female,Apr 20,5,1,284
241,Monterrey,33,Female,Apr 20,2,1,122
