Area,Direccion,CodigoPostal,Fecha,Precio,Habitaciones,Distacia,Banos,Carros,Terreno,Construccion,AnoConstriccion
Maribyrnong,83 Tarrengower St,3013,12/1/2024,1165000,3,7,1,0,191,105,
Maribyrnong,4 Finlay St,3013,11/1/2024,1550000,4,7,2,2,427,233,2010
Maribyrnong,7/87 Gamon St,3013,12/1/2024,,3,7,1,2,323,139,1960
Maribyrnong,160 Hyde St,3013,,871000,3,7,2,2,428,100,1965
Maribyrnong,1/194 Hyde St,3013,10/1/2024,780000,3,7,2,2,213,120,2004
Maribyrnong,3/27 Stephen St,3013,10/1/2024,650000,2,7,1,1,0,2,1980
Maribyrnong,41 Sussex St,3013,10/1/2024,,3,7,1,1,138,82,
Maribyrnong,76 Bishop St,3013,10/1/2024,1235000,4,7,2,2,244,206,2011
Maribyrnong,5 Hood St,3013,11/1/2024,1000000,2,7,1,1,220,105,
Maribyrnong,13 Pearce St,3013,10/1/2024,,2,7,1,0,164,,
Maribyrnong,109 Powell St,3013,10/1/2024,1320000,3,7,2,2,473,171,
Maribyrnong,13 Simpson St,3013,,1100000,3,7,2,0,214,129,
Maribyrnong,7/88 Stephen St,3013,11/1/2024,782000,2,7,1,1,1555,92,2013
Maribyrnong,34 Wilkins St,3013,10/1/2024,931000,3,7,1,1,442,,
Maribyrnong,6 Clarendon St,3013,12/1/2024,910000,3,7,3,2,197,109,2013
Maribyrnong,3 Cuming St,3013,11/1/2024,856000,2,7,1,1,261,100,
Maribyrnong,40 Freeman St,3013,10/1/2024,670000,3,7,1,1,477,120,1960
Maribyrnong,25 Gray St,3013,10/1/2024,706000,4,7,1,0,165,93,
Maribyrnong,101 Roberts St,3013,,1050000,3,7,2,1,462,132,1960
Maribyrnong,31 Frederick St,3013,11/1/2024,1320000,4,7,2,1,319,171,
Maribyrnong,47 Bayview Rd,3013,,1815000,5,7,2,2,644,172,
Maribyrnong,2/8 Hughes St,3013,12/1/2024,,2,7,1,1,148,79,2003
Maribyrnong,50 Tongue St,3013,,1870000,4,7,1,3,766,167,1968
Maribyrnong,44 Severn St,3013,10/1/2024,,3,7,1,4,902,129,
Maribyrnong,122 Stephen St,3013,,510000,1,7,1,2,0,83,2004
Maribyrnong,9/51 Stephen St,3013,10/1/2024,381000,2,7,1,1,0,65,1960
Maribyrnong,113 Anderson St,3013,12/1/2024,,3,7,2,0,352,152,2016
Maribyrnong,122 Stephen St,3013,10/1/2024,470000,1,7,1,2,0,83,2004
Maribyrnong,7/13 Stephen St,3013,10/1/2024,501344,2,7,1,1,0,72,1950
Maribyrnong,9 Stanger St,3013,12/1/2024,796000,3,7,1,1,464,120,1960
Maribyrnong,64 Bishop St,3013,10/1/2024,1055000,3,7,1,3,670,116,
Maribyrnong,4/16 Dean St,3013,11/1/2024,620000,3,7,3,1,0,141,2014
Maribyrnong,5/69 Hamilton St,3013,12/1/2024,345000,1,7,1,1,0,47,1970
Maribyrnong,25 Norfolk St,3013,11/1/2024,950000,3,7,1,2,240,84,
Maribyrnong,11 Sanderson St,3013,12/1/2024,822000,2,7,1,3,539,,
Maribyrnong,29 Frederick St,3013,11/1/2024,,4,7,2,2,417,157,
Maribyrnong,59 Gent St,3013,11/1/2024,1005000,3,7,1,1,438,115,1960
Maribyrnong,7 Stewart St,3013,10/1/2024,1340000,4,7,2,0,297,175,
Maribyrnong,52 Severn St,3013,11/1/2024,,3,7,1,1,189,87,
Maribyrnong,347 Williamstown Rd,3013,10/1/2024,781500,3,7,1,2,341,132,1950
Maribyrnong,15 Ofarrell St,3013,11/1/2024,1401000,4,7,1,1,306,133,
Maribyrnong,2/382 Williamstown Rd,3013,,630000,2,7,2,2,168,121,2000
Maribyrnong,129 Roberts St,3013,11/1/2024,1137500,5,7,3,4,446,244,1950
Maribyrnong,2 Hood St,3013,11/1/2024,1158000,4,7,1,3,411,96,
Maribyrnong,9/11 Berry St,3013,12/1/2024,955000,3,7,2,2,206,173,2006
Maribyrnong,3 Freame St,3013,10/1/2024,1081000,3,7,1,1,448,104,
Maribyrnong,443 Geelong Rd,3013,11/1/2024,725000,3,7,1,5,558,128,
Maribyrnong,43 Ballarat St,3013,11/1/2024,767000,2,7,1,0,128,80,
Maribyrnong,42 Eirene St,3013,10/1/2024,,2,7,1,3,486,,
Maribyrnong,14 Finlay St,3013,,1028000,4,7,2,2,431,,
Maribyrnong,20 Grace St,3013,12/1/2024,1450000,3,7,2,2,542,211,2016
Maribyrnong,23 Lennox St,3013,11/1/2024,1430000,3,7,3,2,386,172,
Maribyrnong,38 Simpson St,3013,12/1/2024,1275000,3,7,1,2,229,128,
Maribyrnong,122 Blackwood St,3013,10/1/2024,1606000,4,7,2,3,455,178,
Maribyrnong,38 Benbow St,3013,10/1/2024,780000,2,7,1,1,435,114,1950
Maribyrnong,76 Kidman St,3013,12/1/2024,670000,3,7,1,1,463,119,1950
Maribyrnong,23 Castlemaine St,3013,12/1/2024,1380000,3,7,2,2,235,144,
Maribyrnong,3/64 Powell St,3013,10/1/2024,480500,2,7,1,1,0,65,1970
Maribyrnong,4 Regent St,3013,12/1/2024,1520000,4,7,2,0,261,160,
Maribyrnong,10 Tuppen St,3013,10/1/2024,1287000,5,7,2,2,488,213,
Maribyrnong,16/11 Berry St,3013,11/1/2024,800000,3,7,2,1,169,150,2007
Maribyrnong,30 Simpson St,3013,10/1/2024,1460000,3,7,1,2,463,119,
Maribyrnong,7 Hughes St,3013,12/1/2024,840000,3,7,1,1,470,127,1970
Maribyrnong,46 Kingston St,3013,10/1/2024,900500,3,7,1,1,208,100,1970
Maribyrnong,6/37 Stephen St,3013,10/1/2024,940000,3,7,2,2,171,146,2007
Moonee Valley,2/2 St Kinnord St,3040,,380000,1,9.1,1,1,0,39,1990
Moonee Valley,40 Clifton St,3040,10/1/2024,1646000,4,9.1,3,2,757,157,1950
Moonee Valley,8/257 Buckley St,3040,12/1/2024,470000,2,9.1,1,1,976,71,2000
Moonee Valley,21 May St,3040,10/1/2024,1346000,4,9.1,2,2,559,204,1995
Moonee Valley,2/30 Caroline St,3040,10/1/2024,935000,3,9.1,2,2,217,149,2005
Moonee Valley,126 The Boulevard,3040,10/1/2024,,4,9.1,4,4,670,375,2010
Moonee Valley,2 May St,3040,10/1/2024,1150000,4,9.1,2,2,578,35,2010
Moonee Valley,5 Aroona Ct,3040,12/1/2024,1720000,1,9.1,2,1,676,136,1965
Moonee Valley,25 Beaver St,3040,12/1/2024,,2,9.1,1,2,809,131,1980
Moonee Valley,4 Brunel Ct,3040,11/1/2024,1190000,3,9.1,1,1,465,115,1950
Moonee Valley,29 Beaver St,3040,,,5,9.1,3,2,839,247,
Moonee Valley,2 May St,3040,10/1/2024,1200000,4,9.1,2,2,578,35,2010
Moonee Valley,1 Chisholm St,3040,11/1/2024,726000,3,9.1,1,1,229,111,1996
Moonee Valley,11 Muldowney St,3040,10/1/2024,1300000,3,9.1,3,1,593,205,2016
Moonee Valley,1/7 Derry St,3040,11/1/2024,670000,2,9.1,1,2,0,103,1990
Moonee Valley,47 Clifton St,3040,12/1/2024,1350000,4,9.1,2,2,1076,180,1960
Banyule,20 Davidson St,3081,12/1/2024,,3,9.5,1,2,626,93,1955
Banyule,353 Waterdale Rd,3081,10/1/2024,855000,2,9.5,1,0,693,,
Banyule,305 Bell St,3081,10/1/2024,,3,9.5,1,2,631,109,1950
Banyule,2/2 Harrison St,3081,11/1/2024,720000,3,9.5,2,1,231,145,2012
Banyule,129 Liberty Pde,3081,11/1/2024,,3,9.5,1,2,609,93,1950
Banyule,373 Waterdale Rd,3081,,,3,9.5,1,0,605,,
Moreland,10 Harrison St,3057,10/1/2024,1310000,3,4.5,1,2,456,144,1950
Moreland,1 Nunan St,3057,10/1/2024,856000,4,4.5,2,2,136,151,1997
Moreland,2/175 Blyth St,3057,11/1/2024,580000,2,4.5,1,1,0,65,1975
Moreland,6 Kingfisher Gdns,3057,11/1/2024,940000,3,4.5,1,2,213,116,1995
Moreland,215 Weston St,3057,11/1/2024,1495000,3,4.5,1,1,259,130,
Moreland,55 King St,3057,11/1/2024,1550000,4,4.5,2,2,470,191,
Moreland,94 Barkly St,3057,10/1/2024,1815000,4,4.5,1,1,233,204,
Moreland,9 John St,3057,11/1/2024,1625000,4,4.5,2,2,822,145,
Moreland,21 Roberts St,3057,11/1/2024,899000,3,4.5,2,1,116,124,2007
Moreland,201/218 Lygon St,3057,11/1/2024,435000,2,4.5,1,1,197,55,2012
Moreland,178 Weston St,3057,10/1/2024,1080000,2,4.5,1,0,193,101,
Moreland,4/37 Brunswick Rd,3057,11/1/2024,656000,2,4.5,1,1,0,79,1960
Moreland,89a Hickford St,3057,12/1/2024,1574000,3,4.5,3,2,336,207,2007
Moreland,3/37 Brunswick Rd,3057,11/1/2024,,2,4.5,1,1,0,96,
Moreland,6212/172 Edward St,3057,,590000,2,4.5,2,1,0,71,2014
Moreland,41 Barkly St,3057,,1679000,3,4.5,2,0,326,118,
Moreland,2/33 Linden St,3057,10/1/2024,1050000,3,4.5,3,2,87,151,1998
Moreland,160 Glenlyon Rd,3057,10/1/2024,825000,3,4.5,1,1,213,116,
Moreland,14 Hutchinson St,3057,10/1/2024,998000,3,4.5,1,2,104,118,2000
Moreland,1/10 Linden St,3057,10/1/2024,1010000,3,4.5,2,1,0,133,2014
Moreland,5 John St,3057,10/1/2024,910000,3,4.5,1,1,231,,
Moreland,156 Glenlyon Rd,3057,10/1/2024,1050000,3,4.5,1,1,279,122,
Moreland,192 Blyth St,3057,10/1/2024,1600000,3,4.5,1,2,812,113,
Moreland,120 Victoria St,3057,11/1/2024,1325000,3,4.5,2,2,190,135,
Moreland,22 Lord St,3057,10/1/2024,1335000,3,4.5,1,2,308,113,
Moreland,3/10 Rathdowne St,3057,11/1/2024,,3,4.5,1,1,0,114,2003
Yarra,12 Loyola Gr,3121,10/1/2024,1231010,2,3.5,1,2,225,119,
Yarra,92 Madden Gr,3121,12/1/2024,881000,2,3.5,1,1,172,94,
Yarra,148 Stawell St,3121,10/1/2024,1202500,2,3.5,1,1,149,77,
Yarra,154 Stawell St,3121,10/1/2024,1435000,3,3.5,1,0,182,102,
Melbourne,8/31 Bouverie St,3053,11/1/2024,860000,3,1.8,2,1,0,109,1994
Melbourne,254 Faraday St,3053,10/1/2024,1590000,3,1.8,2,2,100,106,
Melbourne,111/101 Grattan St,3053,11/1/2024,,2,1.8,1,1,0,72,1994
Melbourne,83 Princes St,3053,12/1/2024,720000,2,1.8,1,1,117,71,
Melbourne,83 Cardigan St,3053,10/1/2024,840000,2,1.8,1,0,66,81,
Melbourne,8/220 Elgin St,3053,10/1/2024,705000,2,1.8,1,1,0,70,2000
Melbourne,268 Faraday St,3053,11/1/2024,435000,1,1.8,1,1,0,,
Melbourne,176 Cardigan St,3053,11/1/2024,1630100,4,1.8,2,0,132,195,
Melbourne,102/479 Cardigan St,3053,10/1/2024,480000,2,1.8,1,1,0,,2012
Melbourne,403/20 Reeves St,3053,,,2,1.8,2,1,0,65,2010
Melbourne,99 Neill St,3053,12/1/2024,1600000,3,1.8,3,1,0,192,
Melbourne,100 Faraday St,3053,12/1/2024,1010000,2,1.8,1,0,101,60,
Melbourne,34 Barkly St,3053,12/1/2024,1170000,2,1.8,1,1,144,81,
Melbourne,205/37 Palmerston St,3053,11/1/2024,600000,2,1.8,2,1,0,67,2013
Melbourne,99 Neill St,3053,,1550000,3,1.8,3,1,0,192,
Melbourne,130 Rathdowne St,3053,10/1/2024,1616000,4,1.8,1,0,152,139,
Melbourne,73 Palmerston St,3053,11/1/2024,,4,1.8,1,0,121,,
Melbourne,30/188 Faraday St,3053,10/1/2024,,2,1.8,1,1,0,63,1999
Melbourne,27 Faraday St,3053,12/1/2024,1117000,2,1.8,1,0,128,92,
Melbourne,24 Pitt St,3053,12/1/2024,957000,2,1.8,1,1,122,,
Melbourne,110 Vale St,3002,,4525000,2,1.5,2,1,220,279,
Melbourne,203/140 Gipps St,3002,10/1/2024,1935000,2,1.5,2,2,0,150,2010
Melbourne,496 Victoria Pde,3002,12/1/2024,1475000,4,1.5,1,1,179,,
Melbourne,1/187 George St,3002,,700000,2,1.5,2,1,0,65,1970
Melbourne,7/45 Gipps St,3002,12/1/2024,750000,1,1.5,1,0,0,46,
Moonee Valley,17 Hoffmans Rd,3040,11/1/2024,1422000,4,9.8,2,2,505,335,2013
Moonee Valley,12 Prospect St,3040,10/1/2024,1430000,2,9.8,1,1,711,,
Moonee Valley,22 Emerald St,3040,11/1/2024,,4,9.8,2,2,740,201,1950
Moonee Valley,461 Buckley St,3040,12/1/2024,787500,3,9.8,1,1,556,105,
Moonee Valley,4/63 Hampton Rd,3040,10/1/2024,652500,4,9.8,2,1,179,160,1995
Moonee Valley,25 Garnet St,3040,11/1/2024,1300000,5,9.8,2,2,616,184,1950
Moonee Valley,4/426 Buckley St,3040,11/1/2024,730000,3,9.8,2,2,0,118,2015
Moonee Valley,6 Sapphire St,3040,,,7,9.8,2,2,614,316,1970
Moonee Valley,2/45 Hoffmans Rd,3040,10/1/2024,970000,3,9.8,2,2,356,223,2011
Moonee Valley,53 Clydebank Rd,3040,12/1/2024,1115000,3,9.8,1,1,688,192,1950
Moreland,3 Lovely St,3060,11/1/2024,670000,3,12.4,1,3,587,136,
Moreland,1/71 Lynch Rd,3060,12/1/2024,333000,2,12.4,1,1,97,79,1970
Moreland,2A Piper St,3060,12/1/2024,455000,3,12.4,2,1,738,138,2010
Moreland,1b McDougall St,3060,10/1/2024,378000,2,12.4,1,1,215,100,1990
Moreland,4 Lord St,3060,11/1/2024,585000,3,12.4,1,1,605,103,1960
Moreland,46 Percy St,3060,12/1/2024,615000,3,12.4,1,2,650,112,1950
Moreland,73 Major Rd,3060,12/1/2024,526000,3,12.4,1,1,404,101,1960
Moreland,13 Mutton Rd,3060,12/1/2024,540000,3,12.4,1,1,614,94,1960
Moreland,45 Bruce St,3060,12/1/2024,540000,4,12.4,2,3,254,164,1990
Moreland,3 Brian St,3060,10/1/2024,625000,3,12.4,1,2,585,88,1960
Moreland,101 Denys St,3060,11/1/2024,,3,12.4,2,4,587,153,1970
Moreland,151 McBryde St,3060,11/1/2024,640000,3,12.4,1,2,720,97,1950
Moreland,53 Queens Pde,3060,10/1/2024,783000,3,12.4,2,1,603,115,
Moreland,18 Pitt St,3060,10/1/2024,,4,12.4,2,2,567,116,1950
Moreland,13 McDougall St,3060,10/1/2024,619000,2,12.4,1,2,640,114,1970
Moreland,1/12 Brooks St,3060,10/1/2024,460000,3,12.4,1,1,314,112,1970
Moreland,39 Lynch Rd,3060,10/1/2024,751000,3,12.4,6,2,592,103,1960
Moreland,250 McBryde St,3060,10/1/2024,609000,3,12.4,1,4,528,120,1965
Moreland,6 Lock St,3060,10/1/2024,752500,4,12.4,1,2,0,135,1950
Moreland,3 Syndal St,3060,,650000,3,12.4,1,3,602,97,1950
Moreland,21 Penn Ct,3060,12/1/2024,750000,4,12.4,2,1,613,219,1970
Moreland,1/11 Brockley Rd,3060,11/1/2024,400000,3,12.4,1,1,285,,
Moreland,17 Edward St,3060,11/1/2024,527000,3,12.4,1,1,609,103,1960
Moreland,94 Major Rd,3060,10/1/2024,,3,12.4,1,1,599,107,1960
Moreland,10 Patricia Dr,3060,12/1/2024,617000,3,12.4,1,1,540,114,1960
Moreland,1/80 Argyle St,3060,,540000,4,12.4,2,3,209,120,1960
Moreland,41 Murray St,3060,10/1/2024,643000,3,12.4,1,2,701,,
Moreland,34a Preston St,3060,10/1/2024,631000,3,12.4,2,2,297,133,2012
Moreland,256 McBryde St,3060,10/1/2024,640000,3,12.4,1,4,533,135,1965
Moreland,6 Brockley Rd,3060,12/1/2024,575000,2,12.4,1,2,621,109,1960
Moreland,2 Murray St,3060,12/1/2024,562000,4,12.4,2,2,374,136,2005
Moreland,106 William St,3060,10/1/2024,620000,3,12.4,1,2,604,190,1970
Moreland,12 Selola Ct,3060,12/1/2024,652500,3,12.4,1,1,592,113,1960
Moreland,13 Brockley Rd,3060,,1010000,4,12.4,2,2,607,338,2015
Moreland,1/26 Tucker St,3060,11/1/2024,492000,3,12.4,1,1,208,107,2011
Moreland,2/11 Dowling St,3060,12/1/2024,422500,3,12.4,2,1,195,91,2000
Boroondara,742 Burwood Rd,3123,11/1/2024,1550000,2,7.5,1,2,432,,
Boroondara,22 Stewart St,3123,10/1/2024,1140000,2,7.5,1,0,230,,
Boroondara,66 Roseberry St,3123,12/1/2024,1865000,3,7.5,2,2,431,120,1950
Boroondara,748 Burwood Rd,3123,11/1/2024,,5,7.5,3,2,431,203,
Boroondara,310 Riversdale Rd,3123,10/1/2024,1450000,3,7.5,2,2,466,176,
Boroondara,10/26 Redfern Rd,3123,11/1/2024,1110000,3,7.5,2,2,94,169,2005
Boroondara,58 Auburn Gr,3123,11/1/2024,3100000,4,7.5,2,2,640,232,
Boroondara,7/11 Harts Pde,3123,10/1/2024,555000,2,7.5,1,1,0,69,1970
Boroondara,503 Tooronga Rd,3123,12/1/2024,1700000,3,7.5,2,1,646,228,1980
Boroondara,20 Beaconsfield Rd,3123,12/1/2024,1585000,2,7.5,1,2,390,102,
Boroondara,1/1 Clifton Rd,3123,10/1/2024,935000,3,7.5,2,1,144,107,1975
Boroondara,5/75 Harold St,3123,10/1/2024,460000,2,7.5,1,1,0,55,1967
Boroondara,18 Carlyle St,3123,11/1/2024,3050000,4,7.5,3,1,710,,
Boroondara,16 Leura Gr,3123,10/1/2024,2800000,4,7.5,1,2,764,171,
Boroondara,1/17 Auburn Gr,3123,12/1/2024,573000,2,7.5,1,1,0,60,1970
Boroondara,4/161 Victoria Rd,3123,11/1/2024,680000,2,7.5,1,1,0,110,
Boroondara,63 Victoria Rd,3123,10/1/2024,2250000,5,7.5,2,2,452,319,
Boroondara,36 Invermay Gr,3123,11/1/2024,2381000,4,7.5,2,2,457,166,
Boroondara,1/36 Pleasant Rd,3123,12/1/2024,1738000,4,7.5,3,2,324,241,2002
Boroondara,16/36 Anderson Rd,3123,,735000,3,7.5,1,1,0,95,1970
Boroondara,40 Campbell Gr,3123,12/1/2024,1420000,3,7.5,1,2,362,130,
Boroondara,12/82 Campbell Rd,3123,12/1/2024,400000,2,7.5,1,1,0,60,1965
Boroondara,45 Roseberry St,3123,12/1/2024,1335000,2,7.5,1,0,229,70,
Boroondara,66 Roseberry St,3123,12/1/2024,1825000,3,7.5,2,2,431,120,1950
Boroondara,2/2 Clifton Rd,3123,11/1/2024,840000,2,7.5,1,1,150,99,1969
Boroondara,797 Burwood Rd,3123,10/1/2024,3500000,5,7.5,2,2,1250,360,2000
Boroondara,16/799 Burwood Rd,3123,11/1/2024,444000,2,7.5,1,1,0,68,1970
Boroondara,11 Council St,3123,,1320000,3,7.5,2,1,213,162,
Boroondara,18 Gillman St,3123,11/1/2024,1890000,3,7.5,1,2,477,173,
Boroondara,336 Riversdale Rd,3123,10/1/2024,2450000,4,7.5,2,1,697,172,
Boroondara,3/859 Toorak Rd,3123,11/1/2024,1590000,3,7.5,2,2,289,181,2010
Boroondara,13 Clive Rd,3123,12/1/2024,2450000,4,7.5,3,2,523,316,1955
Boroondara,43 Mayston St,3123,10/1/2024,1625000,3,7.5,1,3,372,,
Boroondara,4/43 Clifton Rd,3123,11/1/2024,706000,2,7.5,1,1,172,90,1960
Boroondara,3 Jaques St,3123,,2500000,5,7.5,3,3,757,240,
Boroondara,91 Rathmines Rd,3123,10/1/2024,,4,7.5,2,2,556,220,
Boroondara,24 Wiseman St,3123,11/1/2024,1385000,2,7.5,1,2,326,113,
Boroondara,5/107 Victoria Rd,3123,10/1/2024,655250,2,7.5,1,1,1153,69,1970
Boroondara,4 Temple St,3123,11/1/2024,,6,7.5,2,0,350,198,
Boroondara,4/3 Brookfield Ct,3123,,430000,1,7.5,1,1,2276,58,1950
Boroondara,8/423 Tooronga Rd,3123,11/1/2024,505000,2,7.5,1,1,0,78,1965
Boroondara,20 Stewart St,3123,12/1/2024,1650000,3,7.5,1,1,354,115,
Boroondara,5/80 Campbell Rd,3123,12/1/2024,371000,1,7.5,1,0,917,44,1970
Boroondara,61 Roseberry St,3123,11/1/2024,1625000,3,7.5,2,1,255,115,
Boroondara,2/60 Rathmines Rd,3123,11/1/2024,975000,3,7.5,1,1,211,120,1990
Banyule,5/68 Brown St,3084,10/1/2024,546500,2,10.6,1,1,132,69,1972
Banyule,22 Almay Gr,3084,10/1/2024,1220000,3,10.6,1,1,858,136,1960
Banyule,4/71 Rosanna Rd,3084,11/1/2024,550000,3,10.6,1,2,235,123,1990
Banyule,6/542 Upper Heidelberg Rd,3084,12/1/2024,585000,2,10.6,2,1,0,,2012
Banyule,4/51 Yarra St,3084,12/1/2024,705000,2,10.6,1,1,182,110,1973
Banyule,95 Rosanna Rd,3084,11/1/2024,1705000,3,10.6,1,2,1547,,
Banyule,7/75 Rosanna Rd,3084,10/1/2024,490000,2,10.6,1,1,187,89,1980
Banyule,13 Hodgson St,3084,,1110000,3,10.6,1,2,600,190,1950
Banyule,3/43 Rosanna Rd,3084,,540000,2,10.6,1,2,153,97,1972
Banyule,13 Edgar St,3084,11/1/2024,750000,3,10.6,1,2,577,140,1955
Banyule,35 Beverley Rd,3084,12/1/2024,1000000,3,10.6,2,1,422,,
Banyule,6 Bolden St,3084,11/1/2024,1401000,5,10.6,2,2,580,222,
Banyule,1/58 Darebin St,3084,,808000,3,10.6,2,2,255,,
Banyule,7/106 Brown St,3084,11/1/2024,600000,2,10.6,1,2,145,,1970
Banyule,2/172 Cape St,3084,12/1/2024,655000,3,10.6,2,2,175,3,
Banyule,10 Cleve Gr,3084,10/1/2024,1195000,3,10.6,1,1,662,159,1950
Banyule,14 Scarborough Dr,3084,12/1/2024,1362000,4,10.6,2,2,635,,
Banyule,3/10 Edgar St,3084,11/1/2024,690000,2,10.6,1,1,110,88,2010
Banyule,57 Martin St,3084,10/1/2024,1375000,3,10.6,1,1,639,115,1965
Banyule,14 Adamson St,3084,10/1/2024,1400000,3,10.6,1,1,827,109,1952
Banyule,2/3 Andrews St,3084,10/1/2024,475000,2,10.6,1,2,247,68,1974
Banyule,36 Buckingham Dr,3084,11/1/2024,1030000,3,10.6,3,2,649,357,2017
Banyule,34 Quinn St,3084,10/1/2024,1125000,3,10.6,1,2,0,125,1950
Banyule,271 The Boulevard,3079,10/1/2024,3850000,5,9,4,2,2064,405,1951
Banyule,24 Flora Gr,3079,10/1/2024,1605000,3,9,1,1,624,117,1950
Banyule,5/3 Rotherwood Rd,3079,10/1/2024,470000,2,9,1,1,1473,65,1960
Banyule,41 McArthur Rd,3079,10/1/2024,1740000,4,9,3,3,948,249,1960
Banyule,44 Keam St,3079,,,4,9,2,2,830,315,1950
Banyule,31 Keam St,3079,,2200000,4,9,2,2,1004,247,
Banyule,21 Wilfred Rd,3079,,1651000,3,9,1,1,1073,,
Banyule,10 Carmichael St,3079,10/1/2024,,4,9,3,2,583,318,1975
Banyule,333 The Boulevard,3079,10/1/2024,1797000,5,9,3,3,826,250,1955
Banyule,1/169 Lower Heidelberg Rd,3079,12/1/2024,1050000,3,9,2,1,180,165,2012
Hume,39 Emu Pde,3047,10/1/2024,551000,3,14.5,1,0,610,121,1955
Hume,147 Sunset Bvd,3047,10/1/2024,350000,3,14.5,1,2,600,110,1950
Hume,108 Sunset Bvd,3047,12/1/2024,425000,3,14.5,1,2,650,90,1975
Hume,3 Fidge Ct,3047,10/1/2024,600000,3,14.5,1,2,647,173,1960
Hume,15 Bliburg St,3047,,460000,3,14.5,1,1,601,92,1960
Hume,1 Robinson St,3047,10/1/2024,611000,3,14.5,1,3,624,93,1966
Hume,25 Bliburg St,3047,12/1/2024,,3,14.5,1,2,598,92,1965
Hume,17 Sunset Bvd,3047,11/1/2024,472500,2,14.5,1,2,729,88,1960
Darebin,1/21 The Fairway,3083,11/1/2024,480000,3,12.4,2,1,218,110,2004
Darebin,46 Dunne St,3083,11/1/2024,,3,12.4,1,1,907,165,1960
Darebin,53 Scott Gr,3083,,731000,2,12.4,1,0,640,,
Darebin,101 The Fairway,3083,12/1/2024,610000,4,12.4,1,1,465,120,1970
Darebin,93 The Fairway,3083,11/1/2024,,3,12.4,2,1,468,153,1970
Maribyrnong,1/68 Edgar St,3012,12/1/2024,677200,2,7.8,2,1,180,179,2011
Maribyrnong,134 Chirnside St,3012,10/1/2024,1155000,3,7.8,2,2,269,123,
Maribyrnong,4 Chirnside St,3012,10/1/2024,817000,3,7.8,1,1,259,105,
Maribyrnong,132 Coronation St,3012,10/1/2024,1035000,3,7.8,2,2,275,145,
Maribyrnong,104 Williamstown Rd,3012,11/1/2024,677500,2,7.8,1,1,224,89,
Maribyrnong,200 Somerville Rd,3012,11/1/2024,,3,7.8,1,1,350,114,1950
Maribyrnong,52a Williamstown Rd,3012,10/1/2024,730000,2,7.8,2,0,84,130,
Maribyrnong,88 Chirnside St,3012,11/1/2024,750000,1,7.8,1,0,272,107,
Maribyrnong,2/15 Edgar St,3012,,440000,2,7.8,1,1,117,74,2008
Maribyrnong,309 Geelong Rd,3012,10/1/2024,685000,2,7.8,1,1,220,219,
Maribyrnong,153 Coronation St,3012,11/1/2024,967500,3,7.8,1,1,325,,
Maribyrnong,2/57 Kingsville St,3012,10/1/2024,,1,7.8,1,1,0,36,1970
Maribyrnong,74 Chirnside St,3012,12/1/2024,1340000,3,7.8,2,0,272,132,
Maribyrnong,12 Williamstown Rd,3012,,925000,4,7.8,2,1,276,4,
Maribyrnong,17/5 Lewis St,3012,11/1/2024,,2,7.8,1,1,0,,
Maribyrnong,72 Chirnside St,3012,12/1/2024,1275000,4,7.8,2,1,274,172,
Maribyrnong,57 Wales St,3012,10/1/2024,925000,3,7.8,1,1,275,100,
Maribyrnong,22 Coronation St,3012,10/1/2024,1336000,4,7.8,2,1,343,109,
Maribyrnong,2/35 Kingsville St,3012,11/1/2024,200000,1,7.8,1,1,0,38,1960
Glen Eira,1/22 Gerald St,3163,10/1/2024,1100000,4,12.1,3,2,286,160,1990
Glen Eira,3 Churchill Cl,3163,10/1/2024,1160000,3,12.1,2,2,302,172,2000
Glen Eira,9 Stewart St,3163,10/1/2024,820000,3,12.1,1,1,274,107,
Glen Eira,2/11 Howe St,3163,11/1/2024,740000,2,12.1,1,1,161,89,1980
Glen Eira,1d Bute St,3163,10/1/2024,975000,3,12.1,2,1,277,109,1975
Glen Eira,38 Dalny Rd,3163,10/1/2024,1060000,3,12.1,1,2,595,130,1957
Glen Eira,4/16 Rosella St,3163,10/1/2024,680000,2,12.1,1,2,275,94,1975
Glen Eira,2/43 Kangaroo Rd,3163,10/1/2024,,2,12.1,1,1,0,86,
Glen Eira,15 Thaxted Rd,3163,11/1/2024,1430000,3,12.1,1,2,618,163,1960
Glen Eira,6/21 Adelaide St,3163,,435000,2,12.1,1,1,697,,1970
Glen Eira,17 Howe St,3163,10/1/2024,1370000,3,12.1,2,2,834,168,1954
Glen Eira,22/41 Murrumbeena Rd,3163,10/1/2024,605000,2,12.1,2,2,5289,72,2013
Glen Eira,21 Ardyne St,3163,12/1/2024,1610000,4,12.1,2,2,660,167,
Glen Eira,14/24 Rosella St,3163,10/1/2024,256500,1,12.1,1,1,0,37,1966
Glen Eira,22 Brett St,3163,11/1/2024,1300000,5,12.1,2,2,683,223,1960
Glen Eira,3/19 Howe St,3163,10/1/2024,835000,3,12.1,1,1,181,104,1975
Glen Eira,32 Leura St,3163,10/1/2024,861500,2,12.1,2,1,293,125,2004
Glen Eira,116/41 Murrumbeena Rd,3163,12/1/2024,500000,2,12.1,2,1,5289,70,2013
Glen Eira,1 Donal St,3163,10/1/2024,1400000,4,12.1,2,2,557,178,1955
Glen Eira,2/15 Melbourne St,3163,,603000,2,12.1,1,1,102,92,1960
